Model,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,num_masked_target_values,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
./,230698711.2531724,22944035.75837326,24593761.0,3818.90698757764,1619.8626212526278,1.8977014162216967,2.842628028717559,1.0148684553688523,75.90805664886787,0.0,9020502.834450532,0.5680124223602484,22944035.75837326,0.5680124223602484,36867568.68229599,0.5680124223602484,15188.769247479284,3.977255611850769,0.9329209858700855,0.3667801290925179,0.9329209858700855,1.4990618426476534,22944035.75837326,0.9329209858700857,0.2893374741200828,
