Model,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,num_masked_target_values,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
./,5116955.394800528,1792501.531112262,809318.0,837.8033126293997,2175.7360113357317,3.047018493786763,15.110330668964014,1.3562546173794323,121.88073975147053,0.0,2763444.644476099,0.9244306418219462,1792501.531112262,0.9244306418219462,821558.4177484254,0.9244306418219462,2262.068830694709,2.699999864640461,2.214829685132744,3.4145350090769004,2.214829685132744,1.0151243611885876,1792501.531112262,2.214829685132744,0.4244306418219463,
